Date,Open,High,Low,Close,Adj Close,Volume
2016-07-29,154.000000,154.000000,154.000000,154.000000,154.000000,1000
2016-08-01,154.000000,154.000000,154.000000,154.000000,154.000000,0
2016-08-02,150.000000,154.000000,150.000000,154.000000,154.000000,7700
2016-08-03,149.000000,149.000000,149.000000,149.000000,149.000000,200
2016-08-04,149.000000,149.000000,149.000000,149.000000,149.000000,1800
2016-08-05,149.000000,160.000000,149.000000,157.000000,157.000000,3800
2016-08-08,151.000000,156.000000,150.000000,156.000000,156.000000,21200
2016-08-09,155.000000,155.000000,155.000000,155.000000,155.000000,1000
2016-08-10,155.000000,155.000000,155.000000,155.000000,155.000000,2500
2016-08-11,155.000000,155.000000,155.000000,155.000000,155.000000,3500
2016-08-12,155.000000,155.000000,155.000000,155.000000,155.000000,7600
2016-08-15,155.000000,155.000000,155.000000,155.000000,155.000000,0
2016-08-16,155.000000,155.000000,155.000000,155.000000,155.000000,0
2016-08-18,155.000000,155.000000,155.000000,155.000000,155.000000,0
2016-08-19,155.000000,155.000000,155.000000,155.000000,155.000000,0
2016-08-22,155.000000,155.000000,155.000000,155.000000,155.000000,2500
2016-08-23,155.000000,155.000000,155.000000,155.000000,155.000000,0
2016-08-24,154.000000,154.000000,154.000000,154.000000,154.000000,2500
2016-08-25,153.000000,153.000000,153.000000,153.000000,153.000000,300
2016-08-26,153.000000,153.000000,153.000000,153.000000,153.000000,0
2016-08-29,153.000000,153.000000,152.000000,153.000000,153.000000,4000
2016-08-30,155.000000,156.000000,155.000000,155.000000,155.000000,2600
2016-08-31,155.000000,155.000000,155.000000,155.000000,155.000000,100
2016-09-01,155.000000,155.000000,154.000000,154.000000,154.000000,2800
2016-09-02,154.000000,154.000000,154.000000,154.000000,154.000000,0
2016-09-05,155.000000,155.000000,154.000000,154.000000,154.000000,5000
2016-09-06,154.000000,154.000000,154.000000,154.000000,154.000000,0
2016-09-07,153.000000,153.000000,153.000000,153.000000,153.000000,100
2016-09-08,153.000000,153.000000,153.000000,153.000000,153.000000,2100
2016-09-09,153.000000,153.000000,153.000000,153.000000,153.000000,300
2016-09-13,153.000000,153.000000,153.000000,153.000000,153.000000,0
2016-09-14,154.000000,154.000000,154.000000,154.000000,154.000000,12500
2016-09-15,154.000000,154.000000,154.000000,154.000000,154.000000,0
2016-09-16,154.000000,155.000000,154.000000,155.000000,155.000000,100
2016-09-19,154.000000,154.000000,151.000000,151.000000,151.000000,10000
2016-09-20,151.000000,151.000000,151.000000,151.000000,151.000000,0
2016-09-21,151.000000,151.000000,151.000000,151.000000,151.000000,1000
2016-09-22,151.000000,151.000000,151.000000,151.000000,151.000000,0
2016-09-23,151.000000,151.000000,151.000000,151.000000,151.000000,0
2016-09-26,151.000000,151.000000,149.000000,149.000000,149.000000,5300
2016-09-27,149.000000,149.000000,149.000000,149.000000,149.000000,2200
2016-09-28,149.000000,149.000000,149.000000,149.000000,149.000000,2000
2016-09-29,149.000000,149.000000,149.000000,149.000000,149.000000,0
2016-09-30,149.000000,149.000000,149.000000,149.000000,149.000000,0
2016-10-03,149.000000,149.000000,149.000000,149.000000,149.000000,0
2016-10-04,149.000000,160.000000,147.000000,147.000000,147.000000,2700
2016-10-05,147.000000,147.000000,147.000000,147.000000,147.000000,1000
2016-10-06,147.000000,147.000000,147.000000,147.000000,147.000000,0
2016-10-07,147.000000,147.000000,147.000000,147.000000,147.000000,0
2016-10-10,147.000000,147.000000,147.000000,147.000000,147.000000,0
2016-10-11,147.000000,150.000000,147.000000,147.000000,147.000000,9700
2016-10-12,147.000000,147.000000,147.000000,147.000000,147.000000,0
2016-10-13,147.000000,147.000000,147.000000,147.000000,147.000000,0
2016-10-14,147.000000,147.000000,147.000000,147.000000,147.000000,0
2016-10-17,145.000000,145.000000,145.000000,145.000000,145.000000,200
2016-10-18,145.000000,145.000000,145.000000,145.000000,145.000000,0
2016-10-19,145.000000,145.000000,145.000000,145.000000,145.000000,0
2016-10-20,145.000000,145.000000,145.000000,145.000000,145.000000,0
2016-10-21,145.000000,145.000000,145.000000,145.000000,145.000000,0
2016-10-24,145.000000,145.000000,145.000000,145.000000,145.000000,0
2016-10-25,155.000000,155.000000,155.000000,155.000000,155.000000,100
2016-10-26,155.000000,155.000000,155.000000,155.000000,155.000000,0
2016-10-27,155.000000,155.000000,155.000000,155.000000,155.000000,0
2016-10-28,155.000000,155.000000,155.000000,155.000000,155.000000,0
2016-10-31,155.000000,155.000000,155.000000,155.000000,155.000000,0
2016-11-01,155.000000,155.000000,155.000000,155.000000,155.000000,0
2016-11-02,155.000000,155.000000,155.000000,155.000000,155.000000,0
2016-11-03,155.000000,155.000000,155.000000,155.000000,155.000000,0
2016-11-04,155.000000,155.000000,155.000000,155.000000,155.000000,0
2016-11-07,155.000000,155.000000,155.000000,155.000000,155.000000,0
2016-11-08,145.000000,155.000000,140.000000,155.000000,155.000000,10100
2016-11-09,155.000000,155.000000,155.000000,155.000000,155.000000,0
2016-11-10,155.000000,155.000000,155.000000,155.000000,155.000000,100
2016-11-11,155.000000,155.000000,155.000000,155.000000,155.000000,0
2016-11-14,155.000000,155.000000,155.000000,155.000000,155.000000,0
2016-11-15,155.000000,155.000000,155.000000,155.000000,155.000000,100
2016-11-16,155.000000,155.000000,155.000000,155.000000,155.000000,0
2016-11-17,155.000000,155.000000,155.000000,155.000000,155.000000,100
2016-11-18,155.000000,155.000000,155.000000,155.000000,155.000000,100
2016-11-21,165.000000,165.000000,165.000000,165.000000,165.000000,3
2016-11-22,165.000000,165.000000,165.000000,165.000000,165.000000,0
2016-11-23,165.000000,165.000000,165.000000,165.000000,165.000000,0
2016-11-24,175.000000,175.000000,175.000000,175.000000,175.000000,100
2016-11-25,185.000000,185.000000,160.000000,160.000000,160.000000,600
2016-11-28,160.000000,160.000000,160.000000,160.000000,160.000000,0
2016-11-29,160.000000,160.000000,144.000000,144.000000,144.000000,4200
2016-11-30,154.000000,154.000000,154.000000,154.000000,154.000000,200
2016-12-01,154.000000,154.000000,153.000000,153.000000,153.000000,100
2016-12-02,150.000000,150.000000,150.000000,150.000000,150.000000,100
2016-12-05,150.000000,150.000000,150.000000,150.000000,150.000000,0
2016-12-06,149.000000,149.000000,149.000000,149.000000,149.000000,100
2016-12-07,159.000000,159.000000,159.000000,159.000000,159.000000,100
2016-12-08,159.000000,159.000000,159.000000,159.000000,159.000000,0
2016-12-09,160.000000,160.000000,160.000000,160.000000,160.000000,100
2016-12-13,160.000000,160.000000,144.000000,144.000000,144.000000,6100
2016-12-14,144.000000,144.000000,143.000000,143.000000,143.000000,2300
2016-12-15,143.000000,143.000000,143.000000,143.000000,143.000000,0
2016-12-16,143.000000,143.000000,143.000000,143.000000,143.000000,0
2016-12-19,140.000000,140.000000,140.000000,140.000000,140.000000,2100
2016-12-20,140.000000,151.000000,140.000000,151.000000,151.000000,26600
2016-12-21,151.000000,151.000000,141.000000,141.000000,141.000000,100
2016-12-22,156.000000,156.000000,146.000000,146.000000,146.000000,400
2016-12-23,146.000000,146.000000,146.000000,146.000000,146.000000,0
2016-12-27,160.000000,160.000000,155.000000,155.000000,155.000000,300
2016-12-28,160.000000,160.000000,160.000000,160.000000,160.000000,200
2016-12-29,160.000000,160.000000,160.000000,160.000000,160.000000,0
2016-12-30,160.000000,160.000000,160.000000,160.000000,160.000000,0
2017-01-02,160.000000,160.000000,160.000000,160.000000,160.000000,0
2017-01-03,160.000000,160.000000,160.000000,160.000000,160.000000,0
2017-01-04,160.000000,160.000000,160.000000,160.000000,160.000000,0
2017-01-05,160.000000,160.000000,160.000000,160.000000,160.000000,200
2017-01-06,160.000000,160.000000,160.000000,160.000000,160.000000,0
2017-01-09,160.000000,160.000000,160.000000,160.000000,160.000000,0
2017-01-10,160.000000,160.000000,160.000000,160.000000,160.000000,0
2017-01-11,160.000000,160.000000,160.000000,160.000000,160.000000,0
2017-01-12,160.000000,160.000000,106.000000,106.000000,106.000000,2700
2017-01-13,110.000000,143.000000,110.000000,138.000000,138.000000,8900
2017-01-16,138.000000,165.000000,138.000000,155.000000,155.000000,25000
2017-01-17,155.000000,185.000000,155.000000,170.000000,170.000000,50700
2017-01-18,170.000000,170.000000,170.000000,170.000000,170.000000,200
2017-01-19,170.000000,170.000000,170.000000,170.000000,170.000000,0
2017-01-20,169.000000,180.000000,165.000000,180.000000,180.000000,20200
2017-01-23,180.000000,180.000000,170.000000,173.000000,173.000000,300
2017-01-24,165.000000,165.000000,155.000000,155.000000,155.000000,12500
2017-01-25,165.000000,165.000000,165.000000,165.000000,165.000000,200
2017-01-26,165.000000,165.000000,165.000000,165.000000,165.000000,100
2017-01-27,180.000000,180.000000,180.000000,180.000000,180.000000,200
2017-01-30,180.000000,180.000000,180.000000,180.000000,180.000000,0
2017-01-31,180.000000,180.000000,180.000000,180.000000,180.000000,0
2017-02-01,180.000000,180.000000,180.000000,180.000000,180.000000,0
2017-02-02,180.000000,180.000000,180.000000,180.000000,180.000000,0
2017-02-03,180.000000,180.000000,180.000000,180.000000,180.000000,0
2017-02-06,180.000000,180.000000,180.000000,180.000000,180.000000,0
2017-02-07,175.000000,175.000000,135.000000,149.000000,149.000000,44000
2017-02-08,149.000000,153.000000,149.000000,150.000000,150.000000,1500
2017-02-09,150.000000,150.000000,150.000000,150.000000,150.000000,800
2017-02-10,150.000000,150.000000,150.000000,150.000000,150.000000,0
2017-02-13,150.000000,150.000000,140.000000,140.000000,140.000000,3000
2017-02-14,140.000000,160.000000,140.000000,150.000000,150.000000,12200
2017-02-15,150.000000,150.000000,150.000000,150.000000,150.000000,0
2017-02-16,150.000000,170.000000,150.000000,150.000000,150.000000,500
2017-02-17,150.000000,170.000000,150.000000,170.000000,170.000000,5500
2017-02-20,168.000000,168.000000,168.000000,168.000000,168.000000,400
2017-02-21,168.000000,168.000000,168.000000,168.000000,168.000000,0
2017-02-22,160.000000,160.000000,160.000000,160.000000,160.000000,1800
2017-02-23,160.000000,160.000000,160.000000,160.000000,160.000000,0
2017-02-24,155.000000,155.000000,155.000000,155.000000,155.000000,100
2017-02-27,155.000000,155.000000,155.000000,155.000000,155.000000,0
2017-02-28,155.000000,155.000000,155.000000,155.000000,155.000000,0
2017-03-01,155.000000,155.000000,155.000000,155.000000,155.000000,0
2017-03-02,155.000000,155.000000,155.000000,155.000000,155.000000,100
2017-03-03,155.000000,155.000000,155.000000,155.000000,155.000000,0
2017-03-06,155.000000,155.000000,155.000000,155.000000,155.000000,0
2017-03-07,155.000000,155.000000,155.000000,155.000000,155.000000,600
2017-03-08,155.000000,155.000000,155.000000,155.000000,155.000000,0
2017-03-09,155.000000,155.000000,155.000000,155.000000,155.000000,0
2017-03-10,155.000000,155.000000,155.000000,155.000000,155.000000,0
2017-03-13,155.000000,155.000000,155.000000,155.000000,155.000000,0
2017-03-14,155.000000,155.000000,155.000000,155.000000,155.000000,0
2017-03-15,155.000000,155.000000,150.000000,150.000000,150.000000,200
2017-03-16,155.000000,155.000000,155.000000,155.000000,155.000000,200
2017-03-17,155.000000,155.000000,155.000000,155.000000,155.000000,0
2017-03-20,155.000000,155.000000,155.000000,155.000000,155.000000,0
2017-03-21,155.000000,155.000000,155.000000,155.000000,155.000000,0
2017-03-22,155.000000,155.000000,155.000000,155.000000,155.000000,0
2017-03-23,155.000000,155.000000,155.000000,155.000000,155.000000,0
2017-03-24,155.000000,155.000000,155.000000,155.000000,155.000000,0
2017-03-27,155.000000,155.000000,155.000000,155.000000,155.000000,0
2017-03-29,155.000000,155.000000,135.000000,142.000000,142.000000,18300
2017-03-30,156.000000,156.000000,154.000000,156.000000,156.000000,10200
2017-03-31,156.000000,156.000000,156.000000,156.000000,156.000000,0
2017-04-03,160.000000,160.000000,160.000000,160.000000,160.000000,200
2017-04-04,160.000000,160.000000,160.000000,160.000000,160.000000,0
2017-04-05,157.000000,157.000000,109.000000,157.000000,157.000000,1400
2017-04-06,175.000000,175.000000,111.000000,155.000000,155.000000,5800
2017-04-07,155.000000,170.000000,155.000000,160.000000,160.000000,900
2017-04-10,160.000000,160.000000,160.000000,160.000000,160.000000,0
2017-04-11,160.000000,175.000000,160.000000,175.000000,175.000000,200
2017-04-12,172.000000,172.000000,172.000000,172.000000,172.000000,100
2017-04-13,172.000000,172.000000,172.000000,172.000000,172.000000,0
2017-04-17,172.000000,175.000000,155.000000,165.000000,165.000000,4800
2017-04-18,165.000000,165.000000,165.000000,165.000000,165.000000,0
2017-04-19,165.000000,165.000000,165.000000,165.000000,165.000000,0
2017-04-20,165.000000,165.000000,165.000000,165.000000,165.000000,0
2017-04-21,165.000000,165.000000,165.000000,165.000000,165.000000,0
2017-04-25,165.000000,170.000000,155.000000,155.000000,155.000000,69100
2017-04-26,155.000000,155.000000,155.000000,155.000000,155.000000,0
2017-04-27,155.000000,165.000000,155.000000,165.000000,165.000000,37700
2017-04-28,165.000000,165.000000,165.000000,165.000000,165.000000,25000
2017-05-02,165.000000,180.000000,165.000000,165.000000,165.000000,30400
2017-05-03,178.000000,178.000000,175.000000,176.000000,176.000000,1400
2017-05-04,176.000000,176.000000,176.000000,176.000000,176.000000,0
2017-05-05,176.000000,176.000000,174.000000,174.000000,174.000000,200
2017-05-08,174.000000,174.000000,174.000000,174.000000,174.000000,0
2017-05-09,170.000000,170.000000,170.000000,170.000000,170.000000,300
2017-05-10,170.000000,170.000000,170.000000,170.000000,170.000000,0
2017-05-12,170.000000,170.000000,170.000000,170.000000,170.000000,0
2017-05-15,170.000000,170.000000,160.000000,160.000000,160.000000,5800
2017-05-16,160.000000,175.000000,160.000000,174.000000,174.000000,600
2017-05-17,170.000000,170.000000,170.000000,170.000000,170.000000,200
2017-05-18,170.000000,170.000000,170.000000,170.000000,170.000000,1200
2017-05-19,170.000000,174.000000,160.000000,173.000000,173.000000,6100
2017-05-22,173.000000,173.000000,170.000000,170.000000,170.000000,5400
2017-05-23,170.000000,170.000000,170.000000,170.000000,170.000000,0
2017-05-24,170.000000,170.000000,170.000000,170.000000,170.000000,100
2017-05-26,170.000000,170.000000,170.000000,170.000000,170.000000,0
2017-05-29,141.000000,170.000000,141.000000,170.000000,170.000000,500
2017-05-30,170.000000,170.000000,170.000000,170.000000,170.000000,0
2017-05-31,170.000000,170.000000,170.000000,170.000000,170.000000,0
2017-06-01,170.000000,170.000000,170.000000,170.000000,170.000000,0
2017-06-02,160.000000,170.000000,160.000000,170.000000,170.000000,400
2017-06-05,170.000000,170.000000,170.000000,170.000000,170.000000,0
2017-06-06,170.000000,170.000000,170.000000,170.000000,170.000000,0
2017-06-07,169.000000,169.000000,169.000000,169.000000,169.000000,500
2017-06-08,169.000000,175.000000,165.000000,175.000000,175.000000,6500
2017-06-09,167.000000,167.000000,164.000000,164.000000,164.000000,4000
2017-06-12,163.000000,180.000000,159.000000,180.000000,180.000000,80800
2017-06-13,178.000000,183.000000,178.000000,180.000000,180.000000,50700
2017-06-14,190.000000,196.000000,178.000000,178.000000,178.000000,41800
2017-06-15,178.000000,178.000000,178.000000,178.000000,178.000000,1200
2017-06-16,178.000000,240.000000,178.000000,196.000000,196.000000,56500
2017-06-19,195.000000,264.000000,195.000000,258.000000,258.000000,550500
2017-06-20,260.000000,270.000000,242.000000,254.000000,254.000000,872300
2017-06-21,250.000000,300.000000,250.000000,280.000000,280.000000,502700
2017-06-22,278.000000,334.000000,260.000000,272.000000,272.000000,312800
2017-06-23,272.000000,272.000000,272.000000,272.000000,272.000000,0
2017-06-26,272.000000,272.000000,272.000000,272.000000,272.000000,0
2017-06-27,272.000000,272.000000,272.000000,272.000000,272.000000,0
2017-06-28,272.000000,272.000000,272.000000,272.000000,272.000000,0
2017-06-29,272.000000,272.000000,272.000000,272.000000,272.000000,0
2017-06-30,272.000000,272.000000,272.000000,272.000000,272.000000,0
2017-07-03,270.000000,270.000000,236.000000,240.000000,240.000000,136000
2017-07-04,240.000000,240.000000,220.000000,238.000000,238.000000,55500
2017-07-05,234.000000,258.000000,196.000000,232.000000,232.000000,944400
2017-07-06,232.000000,232.000000,194.000000,194.000000,194.000000,1195900
2017-07-07,195.000000,200.000000,194.000000,195.000000,195.000000,118800
2017-07-10,195.000000,195.000000,195.000000,195.000000,195.000000,0
2017-07-11,199.000000,199.000000,186.000000,192.000000,192.000000,92200
2017-07-12,200.000000,200.000000,192.000000,199.000000,199.000000,52300
2017-07-13,199.000000,199.000000,194.000000,197.000000,197.000000,17100
2017-07-14,196.000000,199.000000,190.000000,196.000000,196.000000,62700
2017-07-17,194.000000,196.000000,188.000000,195.000000,195.000000,36500
2017-07-18,196.000000,196.000000,184.000000,191.000000,191.000000,26400
2017-07-19,191.000000,191.000000,187.000000,188.000000,188.000000,52900
2017-07-20,190.000000,206.000000,185.000000,200.000000,200.000000,782200
2017-07-21,192.000000,200.000000,186.000000,197.000000,197.000000,56000
2017-07-24,192.000000,196.000000,170.000000,170.000000,170.000000,342800
2017-07-25,180.000000,187.000000,178.000000,184.000000,184.000000,58800
2017-07-26,188.000000,188.000000,187.000000,187.000000,187.000000,200
2017-07-27,180.000000,180.000000,179.000000,180.000000,180.000000,80200
2017-07-28,185.000000,185.000000,177.000000,177.000000,177.000000,14200
2017-07-31,177.000000,185.000000,154.000000,183.000000,183.000000,2800
2017-08-01,183.000000,183.000000,183.000000,183.000000,183.000000,0
2017-08-02,182.000000,182.000000,150.000000,182.000000,182.000000,7300
2017-08-03,185.000000,185.000000,185.000000,185.000000,185.000000,200
2017-08-04,185.000000,185.000000,185.000000,185.000000,185.000000,0
2017-08-07,185.000000,185.000000,185.000000,185.000000,185.000000,2600
2017-08-08,185.000000,192.000000,174.000000,184.000000,184.000000,31200
2017-08-09,189.000000,189.000000,189.000000,189.000000,189.000000,200
2017-08-10,180.000000,180.000000,175.000000,175.000000,175.000000,5000
2017-08-11,188.000000,188.000000,186.000000,187.000000,187.000000,55300
2017-08-14,186.000000,188.000000,183.000000,183.000000,183.000000,23400
2017-08-15,187.000000,190.000000,156.000000,156.000000,156.000000,4500
2017-08-16,166.000000,175.000000,166.000000,172.000000,172.000000,83900
2017-08-17,172.000000,172.000000,172.000000,172.000000,172.000000,0
2017-08-18,196.000000,196.000000,172.000000,184.000000,184.000000,5300
2017-08-21,181.000000,181.000000,179.000000,179.000000,179.000000,300
2017-08-22,184.000000,184.000000,172.000000,172.000000,172.000000,34100
2017-08-23,177.000000,177.000000,173.000000,176.000000,176.000000,6600
2017-08-24,174.000000,174.000000,173.000000,173.000000,173.000000,12600
2017-08-25,173.000000,174.000000,173.000000,174.000000,174.000000,126700
2017-08-28,171.000000,175.000000,166.000000,175.000000,175.000000,1500
2017-08-29,171.000000,171.000000,160.000000,170.000000,170.000000,3400
2017-08-30,170.000000,170.000000,155.000000,164.000000,164.000000,19900
